,type,subtype,ts,user,text,inviter,client_msg_id,team,user_team,source_team,user_profile,blocks,reactions,edited,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,subscribed,parent_user_id,attachments
36,message,,1580595119.0238,USGB13WPM,No questions here,,5c00350a-07a5-4e89-92a8-a94e10aeceff,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'u4u8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'No questions here'}]}]}]",,,,,,,,,,,,,,
37,message,,1580595123.0241,UT3C6THNV,Nope,,D8CEB1FC-A02D-43E2-9E88-1A74D539E94C,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '84a5S', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Nope'}]}]}]",,,,,,,,,,,,,,
38,message,,1580595135.0244,UQA6D5YFR,Let me know when you are finished.,,d155b467-30d4-4fa5-aea8-55c4d6070531,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'DAmf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Let me know when you are finished.'}]}]}]",,,,,,,,,,,,,,
39,message,,1580595139.0246,UQA6D5YFR,You may start now,,f796ba46-1690-4943-abd1-866f3ce91729,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'oB8Gj', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'You may start now'}]}]}]",,,,,,,,,,,,,,
40,message,,1580595145.025,UTEH79KGD,I'm usually free on the evenings when are you guys free?,,d52084c0-82ca-46c0-af51-2492cbc3e63b,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'OHQgF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I'm usually free on the evenings when are you guys free?""}]}]}]",,,,,,,,,,,,,,
41,message,,1580595169.026,USGB13WPM,Yeah most evenings after 5pm,,8cfc07d7-6def-4a1a-a367-14f8dd4401b1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'saP', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah most evenings after 5pm'}]}]}]",,,,,,,,,,,,,,
42,message,,1580595177.0263,UT3C6THNV,I’m free for lunch all but Wednesday. Free during evening all but Monday and Wednesday ,,E8619E52-D019-4069-9704-D7C672B45458,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'o8m', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I’m free for lunch all but Wednesday. Free during evening all but Monday and Wednesday '}]}]}]",,,,,,,,,,,,,,
43,message,,1580595192.0267,USGB13WPM,Tuesday then?,,bb53bd59-79ca-42ab-a338-b6b3efbc6959,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '8=z', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Tuesday then?'}]}]}]",,,,,,,,,,,,,,
44,message,,1580595197.0269,UTEH79KGD,sounds good to me!,,afa2e852-0a32-4877-9e4c-39cad3782ea5,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'NSGFL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'sounds good to me!'}]}]}]",,,,,,,,,,,,,,
45,message,,1580595198.0271,UTGD132FR,I'm free after 2:30 on Monday and Wednesday,,1066d2f4-6e8a-4429-8bcb-06e036149952,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '5h9K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I'm free after 2:30 on Monday and Wednesday""}]}]}]",,,,,,,,,,,,,,
46,message,,1580595232.0278,UTEH79KGD,<@UTGD132FR> are you free on tuesday evening?,,ad22a88f-a0d5-44d5-bbc7-f21d1e06d2d1,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '9EgN', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'UTGD132FR'}, {'type': 'text', 'text': ' are you free on tuesday evening?'}]}]}]",,,,,,,,,,,,,,
47,message,,1580595247.0281,UTGD132FR,Tuesday after 6 pm,,f24bf362-efc8-48d6-9202-a2316a47330d,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'xmM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Tuesday after 6 pm'}]}]}]",,,,,,,,,,,,,,
48,message,,1580595252.0284,USX2C8VPY,Yeah tuesday sounds good.,,43fbf6c0-691e-4779-aea2-2f3a5a5e16d0,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g96fd34d7338', 'image_72': 'https://secure.gravatar.com/avatar/96fd34d7338e5cc344ac7ec7f52199d5.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': 'Mehak', 'real_name': 'Mehak', 'display_name': 'coffee', 'team': 'TNRA2UMM5', 'name': 'mehak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '9dx8d', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah tuesday sounds good.'}]}]}]",,,,,,,,,,,,,,
49,message,,1580595259.0287,USGB13WPM,Nice!,,523a6220-3e7a-4e9d-adda-2e08a145547c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '3xun', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Nice!'}]}]}]",,,,,,,,,,,,,,
50,message,,1580595263.0289,UTEH79KGD,does tuesday 6:30 work for everyone?,,f6ffa2a1-caed-475d-932e-b6353b9688f0,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'h7uX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'does tuesday 6:30 work for everyone?'}]}]}]","[{'name': '+1', 'users': ['UT3C6THNV', 'USGB13WPM'], 'count': 2}]",,,,,,,,,,,,,
51,message,,1580595278.0293,UT3C6THNV,Where?,,EB781707-A00B-4C98-8C1F-EAA0934E5818,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'e3sKX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Where?'}]}]}]",,,,,,,,,,,,,,
52,message,,1580595287.0296,USGB13WPM,Gillie's?,,6e9cfea1-ce56-4aec-8b67-5bb105116440,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'RQL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""Gillie's?""}]}]}]","[{'name': '+1', 'users': ['UTEH79KGD', 'UT3C6THNV'], 'count': 2}, {'name': '100', 'users': ['UT3C6THNV'], 'count': 1}, {'name': 'heart', 'users': ['UT3C6THNV'], 'count': 1}, {'name': 'yum', 'users': ['UT3C6THNV'], 'count': 1}]",,,,,,,,,,,,,
53,message,,1580595308.0308,UTEH79KGD,I agree since they also offer vegan options right?,,f0aa21b9-0994-45dc-86a8-97a0f7dd6bc3,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gee2e10debf2', 'image_72': 'https://secure.gravatar.com/avatar/ee2e10debf2f96133bc26b27693f610d.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': 'Michelle', 'real_name': 'Michelle', 'display_name': 'Michelle', 'team': 'TNRA2UMM5', 'name': 'saraho98', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'pc/hM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I agree since they also offer vegan options right?'}]}]}]",,,,,,,,,,,,,,
54,message,,1580595309.0309,USGB13WPM,It's close to downtown and they have several options,,b26ee108-5c3a-4f1e-940a-b4d063118cee,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Wlv3d', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""It's close to downtown and they have several options""}]}]}]",,,,,,,,,,,,,,
55,message,,1580595319.0315,USGB13WPM,Also near campus,,90f03870-7782-4b5b-ba0a-ae19e385d4be,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'tow', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Also near campus'}]}]}]",,,,,,,,,,,,,,
56,message,,1580595338.0323,UT3C6THNV,Yea it’s also close to lots of other food so if they really don’t like it we can window shop ,,49A57361-4780-49B6-B67C-71E3AB87C9D8,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Hz9', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yea it’s also close to lots of other food so if they really don’t like it we can window shop '}]}]}]",,,,,,,,,,,,,,
57,message,,1580595367.0328,USGB13WPM,<@UTGD132FR>? <@USX2C8VPY>?,,c4819efc-b332-4313-83b8-b689ca23106c,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'FiEJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'UTGD132FR'}, {'type': 'text', 'text': '? '}, {'type': 'user', 'user_id': 'USX2C8VPY'}, {'type': 'text', 'text': '?'}]}]}]",,,,,,,,,,,,,,
58,message,,1580595377.0331,USX2C8VPY,Yeah it has vegetarian options!,,3f9696b5-8aa9-4388-be60-ab9bc1bd3401,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g96fd34d7338', 'image_72': 'https://secure.gravatar.com/avatar/96fd34d7338e5cc344ac7ec7f52199d5.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': 'Mehak', 'real_name': 'Mehak', 'display_name': 'coffee', 'team': 'TNRA2UMM5', 'name': 'mehak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '5pRn', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah it has vegetarian options!'}]}]}]",,,,,,,,,,,,,,
59,message,,1580595380.0334,UTGD132FR,sure!,,f82688fc-c2df-4194-9fc5-dfa0e683a1b5,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'zeK', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'sure!'}]}]}]",,,,,,,,,,,,,,
60,message,,1580595389.0338,UT3C6THNV,"I just checked, they’re open till 9 so I think that’s good",,238F10B1-E4D3-4508-8F81-12FE82A26914,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gbcac882e2e8', 'image_72': 'https://secure.gravatar.com/avatar/bcac882e2e847a8b6e5f3c07b3a17220.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0011-72.png', 'first_name': 'Linda', 'real_name': 'Linda', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'ssun83', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'ttqS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I just checked, they’re open till 9 so I think that’s good'}]}]}]",,,,,,,,,,,,,,
61,message,,1580595390.034,UTGD132FR,I'd like vegetarian options too,,9bf9b875-dbdb-4e67-9fd7-9869a1d20b28,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'gcb6e1ff56bf', 'image_72': 'https://secure.gravatar.com/avatar/cb6e1ff56bf009c8c46e878e597fe2f2.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0018-72.png', 'first_name': '', 'real_name': 'Amy', 'display_name': '', 'team': 'TNRA2UMM5', 'name': 'soumyak', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'mkF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I'd like vegetarian options too""}]}]}]",,,,,,,,,,,,,,
62,message,,1580595413.0345,USGB13WPM,Awesome! Looks like we're all in agreement then :slightly_smiling_face:,,00330fc2-3d57-4b3a-aa10-1fe1e56c602d,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'sc+7c', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""Awesome! Looks like we're all in agreement then ""}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,,,,,,,,,,,,
63,message,,1580595446.035,USGB13WPM,Dinner at Gillie's at 6:30pm on Tuesday,,576b2bb4-1a13-4130-bba5-b3e304daaa98,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g45734e5a56e', 'image_72': 'https://secure.gravatar.com/avatar/45734e5a56ea459db583562159a1df65.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0017-72.png', 'first_name': 'Mark', 'real_name': 'Mark Balfour Manuel', 'display_name': 'Mark', 'team': 'TNRA2UMM5', 'name': 'markbalf', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '5e5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""Dinner at Gillie's at 6:30pm on Tuesday""}]}]}]",,,,,,,,,,,,,,
64,message,,1580595465.0353,UQA6D5YFR,Great!,,8c60b811-8efa-4ba1-8768-c1adf3924e03,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'q2OG', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Great!'}]}]}]",,,,,,,,,,,,,,
65,message,,1580595471.0355,UQA6D5YFR,Let’s move on!,,7873f0c3-3332-4b4e-988b-cf0fad51b080,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '7z6b', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Let’s move on!'}]}]}]",,,,,,,,,,,,,,
66,message,,1580595486.0357,UQA6D5YFR,"You’ have been tasked with planning group travel. Plan a travel itinerary for a family trip from Blacksburg, VA to a *destination of your choice* for 7 days. The family includes a couple and two kids (Aged 5 and 9 years) with a budget of USD 4000~5000 which is inclusive of the airfare/travel costs”
Furthermore, at the end of this study, we need to know the following details about the travel.
Travel Destination (Itinerary)
Travel Dates
Plan for each day (eg- Day 1:Statue of Liberty, Staten Island
Day 2: Brooklyn Bridge, Manhattan Bridge, Chinatown, Day 3: Central Park, Trump Tower, etc)
Travel Accommodation/Stay
Travel Means (Car/Flight Details/Bus or Train Routes)",,7dd8d30c-34b1-42d8-8e00-b0550861d02f,TNRA2UMM5,TNRA2UMM5,TNRA2UMM5,"{'avatar_hash': 'g9795d40e198', 'image_72': 'https://secure.gravatar.com/avatar/9795d40e198a49a2d20e527154027337.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0008-72.png', 'first_name': '', 'real_name': 'Moderator II', 'display_name': 'Moderator II', 'team': 'TNRA2UMM5', 'name': 'boyuan', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'pCyvx', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'You’ have been tasked with planning group travel. Plan a travel itinerary for a family trip from Blacksburg, VA to a\xa0'}, {'type': 'text', 'text': 'destination of your choice', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0for 7 days. The family includes a couple and two kids (Aged 5 and 9 years) with a budget of USD 4000~5000 which is inclusive of the airfare/travel costs”\nFurthermore, at the end of this study, we need to know the following details about the travel.\nTravel Destination (Itinerary)\nTravel Dates\nPlan for each day (eg- Day 1:Statue of Liberty, Staten Island\nDay 2: Brooklyn Bridge, Manhattan Bridge, Chinatown, Day 3: Central Park, Trump Tower, etc)\nTravel Accommodation/Stay\nTravel Means (Car/Flight Details/Bus or Train Routes)'}]}]}]",,,,,,,,,,,,,,
